Year,State,Energy_Source,Value,Renewable,Value_Normalized
2010,Tasmania,Wind,483.5,True,0.0019047956727454665
2011,Tasmania,Wind,423.1,True,0.001660426821132277
2012,Tasmania,Wind,477.5,True,0.0018747546132705144
2013,Tasmania,Wind,818.0,True,0.0032093786046657616
2014,Tasmania,Wind,1055.1,True,0.004138085209022132
2015,Tasmania,Wind,1055.996,True,0.004133833362040619
2016,Tasmania,Wind,1104.776,True,0.0042745225492927235
2017,Tasmania,Wind,1147.79,True,0.004359165226638309
2018,Tasmania,Wind,1147.203,True,0.004267233298616277
2019,Tasmania,Wind,1362.035,True,0.004972872618139201
2020,Tasmania,Wind,1815.259,True,0.00652142782725532
2021,Tasmania,Wind,1789.181,True,0.006341060682312747
2022,Tasmania,Wind,1805.276,True,0.0063596735044722285
2008,Tasmania,Hydro,7313.6,True,0.02940566272907838
2009,Tasmania,Hydro,8307.2,True,0.033039286651765476
2010,Tasmania,Hydro,9451.5,True,0.03723511127394783
2011,Tasmania,Hydro,8515.5,True,0.03341849348936871
2012,Tasmania,Hydro,10766.4,True,0.04227090694935218
2013,Tasmania,Hydro,12072.6,True,0.04736619088348151
2014,Tasmania,Hydro,8294.4,True,0.03253050322975374
2015,Tasmania,Hydro,8204.296,True,0.03211678123483081
2016,Tasmania,Hydro,8432.701,True,0.03262722088092364
2017,Tasmania,Hydro,9428.909,True,0.03580983650139572
2018,Tasmania,Hydro,9821.078,True,0.03653131230471656
2019,Tasmania,Hydro,9878.333,True,0.03606639454093387
2020,Tasmania,Hydro,8301.873,True,0.029824981228871252
2021,Tasmania,Hydro,9709.625,True,0.034412013836219425
2022,Tasmania,Hydro,8359.825,True,0.029450210136579974
2008,Tasmania,Large-scale solar PV,0.0,True,0.0
2009,Tasmania,Large-scale solar PV,0.0,True,0.0
2010,Tasmania,Large-scale solar PV,0.0,True,0.0
2011,Tasmania,Large-scale solar PV,0.0,True,0.0
2012,Tasmania,Large-scale solar PV,0.0,True,0.0
2013,Tasmania,Large-scale solar PV,0.04,True,1.5693782907901035e-07
2014,Tasmania,Large-scale solar PV,0.04,True,1.5687935585336486e-07
2015,Tasmania,Large-scale solar PV,0.039,True,1.5267056041839563e-07
2016,Tasmania,Large-scale solar PV,0.296,True,1.1452626365803076e-06
2017,Tasmania,Large-scale solar PV,0.556,True,2.111619604641006e-06
2018,Tasmania,Large-scale solar PV,1.495,True,5.560928433268859e-06
2019,Tasmania,Large-scale solar PV,2.754,True,1.00550214864929e-05
2020,Tasmania,Large-scale solar PV,3.03,True,1.0885458392760271e-05
2021,Tasmania,Large-scale solar PV,2.973,True,1.0536649678548898e-05
2022,Tasmania,Large-scale solar PV,3.713,True,1.3080253502569902e-05
2008,Tasmania,Small-scale solar PV,1.8,True,7.2372283023874815e-06
2009,Tasmania,Small-scale solar PV,5.6,True,2.2272246394680114e-05
2010,Tasmania,Small-scale solar PV,11.6,True,4.569933775356238e-05
2011,Tasmania,Small-scale solar PV,22.7,True,8.908458718908693e-05
2012,Tasmania,Small-scale solar PV,53.3,True,0.00020926580290537886
2013,Tasmania,Small-scale solar PV,73.516,True,0.00028843603606431314
2014,Tasmania,Small-scale solar PV,96.806,True,0.00037967157306852096
2015,Tasmania,Small-scale solar PV,108.462,True,0.0004245885724128212
2016,Tasmania,Small-scale solar PV,121.61,True,0.00047052496363017305
2017,Tasmania,Small-scale solar PV,138.931,True,0.0005276428476481647
2018,Tasmania,Small-scale solar PV,161.79,True,0.0006018077667013837
2019,Tasmania,Small-scale solar PV,187.173,True,0.000683380006060761
2020,Tasmania,Small-scale solar PV,218.629,True,0.0007854379151652758
2021,Tasmania,Small-scale solar PV,255.501,True,0.0009055245642512351
2022,Tasmania,Small-scale solar PV,297.825,True,0.0010491856987349531
2008,Tasmania,Geothermal,0.0,True,0.0
2009,Tasmania,Geothermal,0.0,True,0.0
2010,Tasmania,Geothermal,0.0,True,0.0
2011,Tasmania,Geothermal,0.0,True,0.0
2012,Tasmania,Geothermal,0.0,True,0.0
2013,Tasmania,Geothermal,0.0,True,0.0
2014,Tasmania,Geothermal,0.0,True,0.0
2015,Tasmania,Geothermal,0.0,True,0.0
2016,Tasmania,Geothermal,0.0,True,0.0
2017,Tasmania,Geothermal,0.0,True,0.0
2018,Tasmania,Geothermal,0.0,True,0.0
2019,Tasmania,Geothermal,0.0,True,0.0
2020,Tasmania,Geothermal,0.0,True,0.0
2021,Tasmania,Geothermal,0.0,True,0.0
2022,Tasmania,Geothermal,0.0,True,0.0
2008,Northern Territory,Black coal,0.0,False,0.0
2009,Northern Territory,Black coal,0.0,False,0.0
2010,Northern Territory,Black coal,0.0,False,0.0
2011,Northern Territory,Black coal,0.0,False,0.0
2012,Northern Territory,Black coal,0.0,False,0.0
2013,Northern Territory,Black coal,0.0,False,0.0
2014,Northern Territory,Black coal,0.0,False,0.0
2015,Northern Territory,Black coal,0.0,False,0.0
2016,Northern Territory,Black coal,0.0,False,0.0
2017,Northern Territory,Black coal,0.0,False,0.0
2018,Northern Territory,Black coal,0.0,False,0.0
2019,Northern Territory,Black coal,0.0,False,0.0
2020,Northern Territory,Black coal,0.0,False,0.0
2021,Northern Territory,Black coal,0.0,False,0.0
2022,Northern Territory,Black coal,0.0,False,0.0
2008,Northern Territory,Brown coal,0.0,False,0.0
2009,Northern Territory,Brown coal,0.0,False,0.0
2010,Northern Territory,Brown coal,0.0,False,0.0
2011,Northern Territory,Brown coal,0.0,False,0.0
2012,Northern Territory,Brown coal,0.0,False,0.0
2013,Northern Territory,Brown coal,0.0,False,0.0
2014,Northern Territory,Brown coal,0.0,False,0.0
2015,Northern Territory,Brown coal,0.0,False,0.0
2016,Northern Territory,Brown coal,0.0,False,0.0
2017,Northern Territory,Brown coal,0.0,False,0.0
2018,Northern Territory,Brown coal,0.0,False,0.0
2019,Northern Territory,Brown coal,0.0,False,0.0
2020,Northern Territory,Brown coal,0.0,False,0.0
2021,Northern Territory,Brown coal,0.0,False,0.0
2022,Northern Territory,Brown coal,0.0,False,0.0
2008,Northern Territory,Natural gas,1873.4,False,0.016119012587869873
2009,Northern Territory,Natural gas,2134.9,False,0.017895672145988584
2010,Northern Territory,Natural gas,2054.1,False,0.016978979822944478
2011,Northern Territory,Natural gas,2109.3,False,0.017270092356062097
2012,Northern Territory,Natural gas,2269.0,False,0.018145757859296403
2013,Northern Territory,Natural gas,2308.9,False,0.018201239219890582
2014,Northern Territory,Natural gas,2201.4,False,0.017369143614587114
2015,Northern Territory,Natural gas,2484.714,False,0.019569762221679648
2016,Northern Territory,Natural gas,2366.493,False,0.018556945250380315
2017,Northern Territory,Natural gas,2437.758,False,0.019151966060415603
2018,Northern Territory,Natural gas,3503.228,False,0.0277795857518952
2019,Northern Territory,Natural gas,4285.007,False,0.03414729133130389
2020,Northern Territory,Natural gas,4142.973,False,0.03286847763135973
2021,Northern Territory,Natural gas,4561.489,False,0.0361991334089881
2022,Northern Territory,Natural gas,4160.223,False,0.03267866653051285
2008,Northern Territory,Oil products,1039.3,False,0.008942291973189471
2009,Northern Territory,Oil products,1118.2,False,0.00937324492652791
2010,Northern Territory,Oil products,1022.5,False,0.008451880078360707
2011,Northern Territory,Oil products,1020.9,False,0.008358714875221065
2012,Northern Territory,Oil products,1022.0,False,0.008173188423182425
2013,Northern Territory,Oil products,1123.6,False,0.008857426647957493
2014,Northern Territory,Oil products,751.3,False,0.005927790314181565
2015,Northern Territory,Oil products,522.63,False,0.004116266431434939
2016,Northern Territory,Oil products,537.402,False,0.004214058309678027
2017,Northern Territory,Oil products,947.176,False,0.007441379581254665
2018,Northern Territory,Oil products,794.978,False,0.006303945824214165
2019,Northern Territory,Oil products,504.397,False,0.004019547997386162
2020,Northern Territory,Oil products,502.491,False,0.003986536768030973
2021,Northern Territory,Oil products,461.921,False,0.003665719659394815
2022,Northern Territory,Oil products,527.223,False,0.0041413512218495445
2008,Northern Territory,Other,0.0,False,0.0
2009,Northern Territory,Other,0.0,False,0.0
2010,Northern Territory,Other,0.0,False,0.0
2011,Northern Territory,Other,0.0,False,0.0
2012,Northern Territory,Other,0.0,False,0.0
2013,Northern Territory,Other,0.0,False,0.0
2014,Northern Territory,Other,0.0,False,0.0
2015,Northern Territory,Other,0.0,False,0.0
2016,Northern Territory,Other,0.0,False,0.0
2017,Northern Territory,Other,0.0,False,0.0
2018,Northern Territory,Other,0.0,False,0.0
2019,Northern Territory,Other,0.0,False,0.0
2020,Northern Territory,Other,0.0,False,0.0
2021,Northern Territory,Other,0.0,False,0.0
2022,Northern Territory,Other,0.0,False,0.0
2008,Northern Territory,"Bagasse, wood",0.0,True,0.0
2009,Northern Territory,"Bagasse, wood",0.0,True,0.0
2010,Northern Territory,"Bagasse, wood",0.0,True,0.0
2011,Northern Territory,"Bagasse, wood",0.0,True,0.0
2012,Northern Territory,"Bagasse, wood",0.0,True,0.0
2013,Northern Territory,"Bagasse, wood",0.0,True,0.0
2014,Northern Territory,"Bagasse, wood",0.0,True,0.0
2015,Northern Territory,"Bagasse, wood",0.0,True,0.0
2016,Northern Territory,"Bagasse, wood",0.0,True,0.0
2017,Northern Territory,"Bagasse, wood",0.0,True,0.0
2018,Northern Territory,"Bagasse, wood",0.0,True,0.0
2019,Northern Territory,"Bagasse, wood",0.0,True,0.0
2020,Northern Territory,"Bagasse, wood",0.0,True,0.0
2021,Northern Territory,"Bagasse, wood",0.0,True,0.0
2022,Northern Territory,"Bagasse, wood",0.0,True,0.0
2008,Northern Territory,Biogas,9.2,True,7.915817006960756e-05
2009,Northern Territory,Biogas,9.2,True,7.711845226619277e-05
2010,Northern Territory,Biogas,8.7,True,7.191330726820357e-05
2011,Northern Territory,Biogas,7.7,True,6.304447501146263e-05
2012,Northern Territory,Biogas,6.5,True,5.198211815135593e-05
2013,Northern Territory,Biogas,8.9,True,7.015939584088796e-05
2014,Northern Territory,Biogas,9.0,True,7.101039907844282e-05
2015,Northern Territory,Biogas,7.688,True,6.0551166838627356e-05
2016,Northern Territory,Biogas,7.612,True,5.9689788748961e-05
2017,Northern Territory,Biogas,8.608,True,6.76277644655694e-05
2018,Northern Territory,Biogas,8.785,True,6.966251149808102e-05
2019,Northern Territory,Biogas,8.722,True,6.950576159890346e-05
2020,Northern Territory,Biogas,7.98,True,6.330971780367642e-05
2021,Northern Territory,Biogas,5.976,True,4.742443120045075e-05
2022,Northern Territory,Biogas,8.988,True,7.060098816247339e-05
2008,Northern Territory,Wind,0.0,True,0.0
2009,Northern Territory,Wind,0.0,True,0.0
2010,Northern Territory,Wind,0.0,True,0.0
2011,Northern Territory,Wind,0.0,True,0.0
2012,Northern Territory,Wind,0.0,True,0.0
2013,Northern Territory,Wind,0.0,True,0.0
2014,Northern Territory,Wind,0.0,True,0.0
2015,Northern Territory,Wind,0.0,True,0.0
2016,Northern Territory,Wind,0.0,True,0.0
2017,Northern Territory,Wind,0.0,True,0.0
2018,Northern Territory,Wind,0.0,True,0.0
2019,Northern Territory,Wind,0.0,True,0.0
2020,Northern Territory,Wind,0.0,True,0.0
2021,Northern Territory,Wind,0.0,True,0.0
2022,Northern Territory,Wind,0.0,True,0.0
2008,Northern Territory,Hydro,0.0,True,0.0
2009,Northern Territory,Hydro,0.0,True,0.0
2010,Northern Territory,Hydro,0.0,True,0.0
2011,Northern Territory,Hydro,0.0,True,0.0
2012,Northern Territory,Hydro,0.0,True,0.0
2013,Northern Territory,Hydro,0.0,True,0.0
2014,Northern Territory,Hydro,0.0,True,0.0
2015,Northern Territory,Hydro,0.0,True,0.0
2016,Northern Territory,Hydro,0.0,True,0.0
2017,Northern Territory,Hydro,0.0,True,0.0
2018,Northern Territory,Hydro,0.0,True,0.0
2019,Northern Territory,Hydro,0.0,True,0.0
2020,Northern Territory,Hydro,0.0,True,0.0
2021,Northern Territory,Hydro,0.0,True,0.0
2022,Northern Territory,Hydro,0.0,True,0.0
2008,Northern Territory,Large-scale solar PV,0.0,True,0.0
2009,Northern Territory,Large-scale solar PV,0.0,True,0.0
2010,Northern Territory,Large-scale solar PV,0.0,True,0.0
2011,Northern Territory,Large-scale solar PV,0.0,True,0.0
2012,Northern Territory,Large-scale solar PV,0.0,True,0.0
2013,Northern Territory,Large-scale solar PV,5.058,True,3.987260945654059e-05
2014,Northern Territory,Large-scale solar PV,6.405,True,5.053573401082514e-05
2015,Northern Territory,Large-scale solar PV,8.515,True,6.706467034741311e-05
2016,Northern Territory,Large-scale solar PV,18.468,True,0.000144817527406176
2017,Northern Territory,Large-scale solar PV,30.504,True,0.00023965117649369527
2018,Northern Territory,Large-scale solar PV,32.652,True,0.0002589209249214959
2019,Northern Territory,Large-scale solar PV,39.25,True,0.0003127838962115296
2020,Northern Territory,Large-scale solar PV,44.607,True,0.00035389180226423476
2021,Northern Territory,Large-scale solar PV,46.126,True,0.00036604740855957017
2022,Northern Territory,Large-scale solar PV,50.817,True,0.00039916893807881735
2008,Northern Territory,Small-scale solar PV,0.5,True,4.302074460304759e-06
2009,Northern Territory,Small-scale solar PV,4.3,True,3.6044493993981404e-05
2010,Northern Territory,Small-scale solar PV,5.6,True,4.628902536803908e-05
2011,Northern Territory,Small-scale solar PV,9.7,True,7.941966332612824e-05
2012,Northern Territory,Small-scale solar PV,16.9,True,0.0001351535071935254
2013,Northern Territory,Small-scale solar PV,19.357,True,0.0001525927444148391
2014,Northern Territory,Small-scale solar PV,28.899,True,0.00022801439144087992
2015,Northern Territory,Small-scale solar PV,42.448,True,0.00033432309182701017
2016,Northern Territory,Small-scale solar PV,61.251,True,0.000480302056051315
2017,Northern Territory,Small-scale solar PV,85.773,True,0.0006738657343756138
2018,Northern Territory,Small-scale solar PV,117.882,True,0.0009347701969740223
2019,Northern Territory,Small-scale solar PV,162.212,True,0.0012926700986564236
2020,Northern Territory,Small-scale solar PV,203.556,True,0.0016149214182011474
2021,Northern Territory,Small-scale solar PV,230.893,True,0.001832324162176318
2022,Northern Territory,Small-scale solar PV,259.389,True,0.0020375077568397654
2008,Northern Territory,Geothermal,0.0,True,0.0
2009,Northern Territory,Geothermal,0.0,True,0.0
2010,Northern Territory,Geothermal,0.0,True,0.0
2011,Northern Territory,Geothermal,0.0,True,0.0
2012,Northern Territory,Geothermal,0.0,True,0.0
2013,Northern Territory,Geothermal,0.0,True,0.0
2014,Northern Territory,Geothermal,0.0,True,0.0
2015,Northern Territory,Geothermal,0.0,True,0.0
2016,Northern Territory,Geothermal,0.0,True,0.0
2017,Northern Territory,Geothermal,0.0,True,0.0
2018,Northern Territory,Geothermal,0.0,True,0.0
2019,Northern Territory,Geothermal,0.0,True,0.0
2020,Northern Territory,Geothermal,0.0,True,0.0
2021,Northern Territory,Geothermal,0.0,True,0.0
2022,Northern Territory,Geothermal,0.0,True,0.0
2008,New South Wales,non_renewable_total,70120.1,False,0.020171486154849018
2009,New South Wales,non_renewable_total,69085.5,False,0.01958959270898699
2010,New South Wales,non_renewable_total,65536.3,False,0.018380376928379794
2011,New South Wales,non_renewable_total,64707.9,False,0.01795348091309079
2012,New South Wales,non_renewable_total,62158.2,False,0.017029480539227704
2013,New South Wales,non_renewable_total,61518.495,False,0.01663462287262521
2014,New South Wales,non_renewable_total,57374.89,False,0.015299721791192196
2015,New South Wales,non_renewable_total,60252.593,False,0.015842233656185475
2016,New South Wales,non_renewable_total,59619.497,False,0.015424043705102836
2017,New South Wales,non_renewable_total,60392.35,False,0.015401100298089842
2018,New South Wales,non_renewable_total,60417.819,False,0.015194611980184425
2019,New South Wales,non_renewable_total,56774.898,False,0.014124872807499841
2020,New South Wales,non_renewable_total,53034.595,False,0.013184617124844
2021,New South Wales,non_renewable_total,50627.581,False,0.012573795038589958
2022,New South Wales,non_renewable_total,48489.888,False,0.011824448597547414
2008,New South Wales,renewable_total,2249.277,True,0.000647050701067459
2009,New South Wales,renewable_total,3922.326,True,0.0011121982009520102
2010,New South Wales,renewable_total,4144.569,True,0.0011623900102031718
2011,New South Wales,renewable_total,4624.525,True,0.0012830940475523265
2012,New South Wales,renewable_total,5827.089,True,0.001596447431326001
2013,New South Wales,renewable_total,5478.144,True,0.0014812920810552104
2014,New South Wales,renewable_total,5441.551,True,0.0014510566628116184
2015,New South Wales,renewable_total,7976.784,True,0.0020973383826472297
2016,New South Wales,renewable_total,8539.75,True,0.0022093020548404146
2017,New South Wales,renewable_total,9332.271,True,0.00237989152069683
2018,New South Wales,renewable_total,11142.976,True,0.0028023718735114807
2019,New South Wales,renewable_total,13289.838,True,0.0033063427323511544
2020,New South Wales,renewable_total,17128.232,True,0.004258148496193871
2021,New South Wales,renewable_total,21471.577,True,0.00533265076111976
2022,New South Wales,renewable_total,24579.818,True,0.005993884631741585
2008,New South Wales,total,72369.377,0,0.020818536855916475
2009,New South Wales,total,73007.826,0,0.020701790909939
2010,New South Wales,total,69680.869,0,0.019542766938582968
2011,New South Wales,total,69332.425,0,0.019236574960643116
2012,New South Wales,total,67985.289,0,0.018625927970553707
2013,New South Wales,total,66996.639,0,0.01811591495368042
2014,New South Wales,total,62816.441,0,0.016750778454003815
2015,New South Wales,total,68229.377,0,0.017939572038832702
2016,New South Wales,total,68159.247,0,0.01763334575994325
2017,New South Wales,total,69724.621,0,0.017780991818786673
2018,New South Wales,total,71560.795,0,0.017996983853695903
2019,New South Wales,total,70064.736,0,0.017431215539850997
2020,New South Wales,total,70162.827,0,0.017442765621037873
2021,New South Wales,total,72099.158,0,0.01790644579970972
2022,New South Wales,total,73069.706,0,0.017818333229289
2008,Victoria,non_renewable_total,53566.3,False,0.020341759081796838
2009,Victoria,non_renewable_total,53240.7,False,0.019821393867957893
2010,Victoria,non_renewable_total,52394.5,False,0.01925589470477137
2011,Victoria,non_renewable_total,53206.2,False,0.019232224825981296
2012,Victoria,non_renewable_total,48576.0,False,0.01719292023746447
2013,Victoria,non_renewable_total,47362.8,False,0.016420404058123964
2014,Victoria,non_renewable_total,50883.677,False,0.01727351351755046
2015,Victoria,non_renewable_total,48196.949,False,0.01600495886265946
2016,Victoria,non_renewable_total,46362.117,False,0.015041017668495665
2017,Victoria,non_renewable_total,40029.336,False,0.012730240053122524
2018,Victoria,non_renewable_total,38033.936,False,0.011858952005367936
2019,Victoria,non_renewable_total,36980.565,False,0.011335942481239885
2020,Victoria,non_renewable_total,36196.013,False,0.011143145779484255
2021,Victoria,non_renewable_total,34959.893,False,0.010764362277322349
2022,Victoria,non_renewable_total,33411.677,False,0.010059388964190855
2008,Victoria,renewable_total,3123.623,True,0.0011861933067686117
2009,Victoria,renewable_total,3750.574,True,0.001396330335343493
2010,Victoria,renewable_total,5890.122,True,0.0021647228054520484
2011,Victoria,renewable_total,5047.522,True,0.0018245068792375094
2012,Victoria,renewable_total,6724.111,True,0.002379922268010076
2013,Victoria,renewable_total,6932.353,True,0.0024034059923304326
2014,Victoria,renewable_total,7137.534,True,0.00242298311167599
2015,Victoria,renewable_total,8385.587,True,0.002784636325719538
2016,Victoria,renewable_total,9174.092,True,0.002976302395000745
2017,Victoria,renewable_total,9328.798,True,0.002966770119471612
2018,Victoria,renewable_total,10662.034,True,0.0033244140045248305
2019,Victoria,renewable_total,12016.336,True,0.0036834616705086073
2020,Victoria,renewable_total,15293.467,True,0.004708179662073051
2021,Victoria,renewable_total,18947.673,True,0.005834102995802624
2022,Victoria,renewable_total,21556.086,True,0.006489978148045337
2008,Victoria,total,56689.923,0,0.02152795238856545
2009,Victoria,total,56991.274,0,0.021217724203301386
2010,Victoria,total,58284.622,0,0.02142061751022342
2011,Victoria,total,58253.722,0,0.02105673170521881
2012,Victoria,total,55300.111,0,0.019572842505474544
2013,Victoria,total,54295.153,0,0.018823810050454394
2014,Victoria,total,58021.211,0,0.019696496629226453
2015,Victoria,total,56582.536,0,0.018789595188379
2016,Victoria,total,55536.21,0,0.018017320387921146
2017,Victoria,total,49358.134,0,0.015697010172594134
2018,Victoria,total,48695.97,0,0.015183366009892766
2019,Victoria,total,48996.901,0,0.01501940415174849
2020,Victoria,total,51489.48,0,0.015851325441557308
2021,Victoria,total,53907.566,0,0.016598465273124974
2022,Victoria,total,54967.763,0,0.01654936711223619
2008,Queensland,non_renewable_total,60850.8,False,0.028488255595984262
2009,Queensland,non_renewable_total,62105.0,False,0.028468943387577356
2010,Queensland,non_renewable_total,60833.3,False,0.027471325565190847
2011,Queensland,non_renewable_total,61026.7,False,0.027075769669150186
2012,Queensland,non_renewable_total,59367.7,False,0.025814557591695885
2013,Queensland,non_renewable_total,56674.5,False,0.024284609998791652
2014,Queensland,non_renewable_total,63999.5,False,0.027103708917444
2015,Queensland,non_renewable_total,63031.85,False,0.02642460405131832
2016,Queensland,non_renewable_total,64495.152,False,0.026637515462278237
2017,Queensland,non_renewable_total,65728.454,False,0.02673639281659656
2018,Queensland,non_renewable_total,63055.128,False,0.025223645334385134
2019,Queensland,non_renewable_total,60766.749,False,0.023917513815199083
2020,Queensland,non_renewable_total,57607.528,False,0.022428479824208612
2021,Queensland,non_renewable_total,55064.589,False,0.02111874333622257
2022,Queensland,non_renewable_total,53579.665,False,0.02008857512322982
2008,Queensland,renewable_total,2487.3,True,0.0011644684727874022
2009,Queensland,renewable_total,2273.509,True,0.001042176942470777
2010,Queensland,renewable_total,2314.7,True,0.0010452807473168026
2011,Queensland,renewable_total,2636.5,True,0.0011697382741114048
2012,Queensland,renewable_total,3264.7,True,0.0014195730366783547
2013,Queensland,renewable_total,3805.465,True,0.0016306140043414882
2014,Queensland,renewable_total,4117.542,True,0.0017437739329736984
2015,Queensland,renewable_total,4355.282,True,0.0018258483985768108
2016,Queensland,renewable_total,4481.666,True,0.0018509987754082146
2017,Queensland,renewable_total,4988.108,True,0.0020290149362041567
2018,Queensland,renewable_total,7611.352,True,0.0030447332271399553
2019,Queensland,renewable_total,10236.245,True,0.00402893910291733
2020,Queensland,renewable_total,12607.874,True,0.004908654432024307
2021,Queensland,renewable_total,14168.523,True,0.005434007701217314
2022,Queensland,renewable_total,17159.297,True,0.006433519635598917
2008,Queensland,total,63338.1,0,0.029652724068771664
2009,Queensland,total,64378.509,0,0.02951112033004813
2010,Queensland,total,63148.0,0,0.028516606312507648
2011,Queensland,total,63663.2,0,0.028245507943261593
2012,Queensland,total,62632.4,0,0.027234130628374244
2013,Queensland,total,60479.965,0,0.025915224003133137
2014,Queensland,total,68117.042,0,0.0288474828504177
2015,Queensland,total,67387.132,0,0.02825045244989513
2016,Queensland,total,68976.818,0,0.02848851423768645
2017,Queensland,total,70716.563,0,0.028765408159571165
2018,Queensland,total,70666.48,0,0.028268378561525087
2019,Queensland,total,71002.994,0,0.027946452918116413
2020,Queensland,total,70215.402,0,0.027337134256232923
2021,Queensland,total,69233.112,0,0.02655275103743988
2022,Queensland,total,70738.962,0,0.026522094758828735
2008,Western Australia,non_renewable_total,24758.5,False,0.022232189599266546
2009,Western Australia,non_renewable_total,26991.9,False,0.023667140151515154
2010,Western Australia,non_renewable_total,29881.8,False,0.025586755969455293
2011,Western Australia,non_renewable_total,29492.8,False,0.024535051261659075
2012,Western Australia,non_renewable_total,29967.0,False,0.024174441257971226
2013,Western Australia,non_renewable_total,34251.4,False,0.027184923738492517
2014,Western Australia,non_renewable_total,35159.704,False,0.027651015451983087
2015,Western Australia,non_renewable_total,36159.649,False,0.02827641164473972
2016,Western Australia,non_renewable_total,37051.041,False,0.02875957053581339
2017,Western Australia,non_renewable_total,37987.48,False,0.029174548951059694
2018,Western Australia,non_renewable_total,38150.129,False,0.028905247932694566
2019,Western Australia,non_renewable_total,38945.516,False,0.028954396222038506
2020,Western Australia,non_renewable_total,37351.004,False,0.027363493172863764
2021,Western Australia,non_renewable_total,37168.239,False,0.026859273717421563
2022,Western Australia,non_renewable_total,36841.251,False,0.02592962429362824
2008,Western Australia,renewable_total,813.4,True,0.0007304022061127858
2009,Western Australia,renewable_total,842.7,True,0.0007388994107744108
2010,Western Australia,renewable_total,1029.1,True,0.0008811828794840485
2011,Western Australia,renewable_total,1735.8,True,0.001444011486870959
2012,Western Australia,renewable_total,2079.3,True,0.0016773756367904553
2013,Western Australia,renewable_total,2428.186,True,0.00192722198896615
2014,Western Australia,renewable_total,2622.214,True,0.0020622153085363398
2015,Western Australia,renewable_total,2577.151,True,0.0020153011592190127
2016,Western Australia,renewable_total,2987.911,True,0.0023192610744522057
2017,Western Australia,renewable_total,3190.915,True,0.002450636521984892
2018,Western Australia,renewable_total,3760.71,True,0.002849381058527057
2019,Western Australia,renewable_total,4450.522,True,0.0033087808461158726
2020,Western Australia,renewable_total,6164.277,True,0.004515973696587678
2021,Western Australia,renewable_total,7381.045,True,0.005333841831344386
2022,Western Australia,renewable_total,7636.963,True,0.005375050411136691
2008,Western Australia,total,25571.9,0,0.02296259180537933
2009,Western Australia,total,27834.6,0,0.02440603956228956
2010,Western Australia,total,30910.9,0,0.026467938848939346
2011,Western Australia,total,31228.6,0,0.02597906274853003
2012,Western Australia,total,32046.3,0,0.02585181689476168
2013,Western Australia,total,36679.586,0,0.02911214572745867
2014,Western Australia,total,37781.918,0,0.029713230760519425
2015,Western Australia,total,38736.8,0,0.03029171280395874
2016,Western Australia,total,40038.952,0,0.031078831610265596
2017,Western Australia,total,41178.395,0,0.03162518547304458
2018,Western Australia,total,41910.839,0,0.031754628991221626
2019,Western Australia,total,43396.038,0,0.032263177068154375
2020,Western Australia,total,43515.282,0,0.03187946760205539
2021,Western Australia,total,44549.284,0,0.032193115548765944
2022,Western Australia,total,44478.213,0,0.03130467400094453
2008,South Australia,non_renewable_total,12322.0,False,0.015603472728746251
2009,South Australia,non_renewable_total,11627.5,False,0.014517570911669742
2010,South Australia,non_renewable_total,11014.0,False,0.013630563946947973
2011,South Australia,non_renewable_total,9809.0,False,0.012026610822846269
2012,South Australia,non_renewable_total,9439.4,False,0.011459921717932033
2013,South Australia,non_renewable_total,8203.5,False,0.009873029245396557
2014,South Australia,non_renewable_total,7834.749,False,0.009348293866797757
2015,South Australia,non_renewable_total,7685.867,False,0.0091096939440703
2016,South Australia,non_renewable_total,6211.32,False,0.0073081747094411904
2017,South Australia,non_renewable_total,7886.034,False,0.009193249763641472
2018,South Australia,non_renewable_total,7408.831,False,0.008539425290138462
2019,South Australia,non_renewable_total,6773.406,False,0.0077078432532818675
2020,South Australia,non_renewable_total,5715.687,False,0.006447657294339942
2021,South Australia,non_renewable_total,4506.864,False,0.005051037528088628
2022,South Australia,non_renewable_total,4146.455,False,0.0045687440087266
2008,South Australia,renewable_total,2133.8,True,0.002702052435367534
2009,South Australia,renewable_total,2169.4,True,0.0027086147783940092
2010,South Australia,renewable_total,3155.0,True,0.003904524174016784
2011,South Australia,renewable_total,3599.628,True,0.004413429000205982
2012,South Australia,renewable_total,3950.6,True,0.0047962335253154105
2013,South Australia,renewable_total,4916.465,True,0.005917035744373571
2014,South Australia,renewable_total,5191.562,True,0.006194486537309658
2015,South Australia,renewable_total,5396.549,True,0.006396273802835598
2016,South Australia,renewable_total,5499.925,True,0.0064711547285960696
2017,South Australia,renewable_total,6937.615,True,0.008087617610954445
2018,South Australia,renewable_total,7528.675,True,0.008677557592585549
2019,South Australia,renewable_total,8266.039,True,0.009406395089488921
2020,South Australia,renewable_total,8977.631,True,0.010127336924335147
2021,South Australia,renewable_total,9953.499,True,0.011155317086291628
2022,South Australia,renewable_total,11362.41,True,0.012519596284584109
2008,South Australia,total,14455.8,0,0.018305525164113785
2009,South Australia,total,13796.9,0,0.01722618569006375
2010,South Australia,total,14169.0,0,0.017535088120964756
2011,South Australia,total,13408.628,0,0.01644003982305225
2012,South Australia,total,13390.0,0,0.016256155243247444
2013,South Australia,total,13119.965,0,0.01579006498977013
2014,South Australia,total,13026.311,0,0.015542780404107415
2015,South Australia,total,13082.416,0,0.015505967746905897
2016,South Australia,total,11711.245,0,0.01377932943803726
