Year,State,Energy_Source,Value,Renewable,Value_Normalized
2015,Queensland,Small-scale solar PV,2055.85,True,0.0008618662190448601
2016,Queensland,Small-scale solar PV,2335.873,True,0.0009647524073657234
2017,Queensland,Small-scale solar PV,2760.859,True,0.0011230358580354859
2018,Queensland,Small-scale solar PV,3330.242,True,0.0013321809938388106
2019,Queensland,Small-scale solar PV,4120.237,True,0.0016217063935639279
2020,Queensland,Small-scale solar PV,5160.929,True,0.002009317114781824
2021,Queensland,Small-scale solar PV,6219.647,True,0.002385401053931533
2022,Queensland,Small-scale solar PV,7214.829,True,0.0027050492825544366
2008,Queensland,Geothermal,0.5,True,2.340828353611149e-07
2009,Queensland,Geothermal,0.5,True,2.2920009168003667e-07
2010,Queensland,Geothermal,0.5,True,2.257918406957279e-07
2011,Queensland,Geothermal,0.5,True,2.2183543980872462e-07
2012,Queensland,Geothermal,0.5,True,2.1741247843268214e-07
2013,Queensland,Geothermal,0.5,True,2.142463541697911e-07
2014,Queensland,Geothermal,0.6,True,2.5409925625147697e-07
2015,Queensland,Geothermal,0.215,True,9.013363674132107e-08
2016,Queensland,Geothermal,0.502,True,2.0733392119245915e-07
2017,Queensland,Geothermal,0.0,True,0.0
2018,Queensland,Geothermal,0.0,True,0.0
2019,Queensland,Geothermal,0.0,True,0.0
2020,Queensland,Geothermal,0.0,True,0.0
2021,Queensland,Geothermal,0.0,True,0.0
2022,Queensland,Geothermal,0.0,True,0.0
2008,Western Australia,Black coal,8738.0,False,0.007846391046242344
2009,Western Australia,Black coal,9612.2,False,0.008428205667789002
2010,Western Australia,Black coal,10352.3,False,0.00886431787317337
2011,Western Australia,Black coal,10783.3,False,0.008970623958045635
2012,Western Australia,Black coal,10276.9,False,0.008290396615078069
2013,Western Australia,Black coal,10885.3,False,0.00863953153361943
2014,Western Australia,Black coal,10523.4,False,0.008276028035031205
2015,Western Australia,Black coal,10912.688,False,0.008533591076578521
2016,Western Australia,Black coal,11226.156,False,0.008713909693604688
2017,Western Australia,Black coal,11031.872,False,0.008472525413263127
2018,Western Australia,Black coal,9953.96,False,0.007541827229787988
2019,Western Australia,Black coal,9725.243,False,0.007230319895558873
2020,Western Australia,Black coal,9212.413,False,0.006749050178975146
2021,Western Australia,Black coal,9656.465,False,0.006978152410656345
2022,Western Australia,Black coal,7340.324,False,0.005166269829260207
2008,Western Australia,Brown coal,0.0,False,0.0
2009,Western Australia,Brown coal,0.0,False,0.0
2010,Western Australia,Brown coal,0.0,False,0.0
2011,Western Australia,Brown coal,0.0,False,0.0
2012,Western Australia,Brown coal,0.0,False,0.0
2013,Western Australia,Brown coal,0.0,False,0.0
2014,Western Australia,Brown coal,0.0,False,0.0
2015,Western Australia,Brown coal,0.0,False,0.0
2016,Western Australia,Brown coal,0.0,False,0.0
2017,Western Australia,Brown coal,0.0,False,0.0
2018,Western Australia,Brown coal,0.0,False,0.0
2019,Western Australia,Brown coal,0.0,False,0.0
2020,Western Australia,Brown coal,0.0,False,0.0
2021,Western Australia,Brown coal,0.0,False,0.0
2022,Western Australia,Brown coal,0.0,False,0.0
2008,Western Australia,Natural gas,14556.1,False,0.013070823152690338
2009,Western Australia,Natural gas,16006.3,False,0.014034704685746352
2010,Western Australia,Natural gas,18115.7,False,0.015511849858973064
2011,Western Australia,Natural gas,17538.3,False,0.014590106383332723
2012,Western Australia,Natural gas,17645.1,False,0.014234338887477159
2013,Western Australia,Natural gas,20880.0,False,0.016572204571483902
2014,Western Australia,Natural gas,20412.804,False,0.016053455934165493
2015,Western Australia,Natural gas,21899.573,False,0.017125203316880305
2016,Western Australia,Natural gas,22941.403,False,0.017807459114820037
2017,Western Australia,Natural gas,24789.093,False,0.019038130646751802
2018,Western Australia,Natural gas,25778.314,False,0.019531481989401696
2019,Western Australia,Natural gas,26918.551,False,0.02001284028120595
2020,Western Australia,Natural gas,25680.333,False,0.018813513465993255
2021,Western Australia,Natural gas,25314.166,False,0.018293040827741303
2022,Western Australia,Natural gas,27302.995,False,0.019216405068351518
2008,Western Australia,Oil products,1464.4,False,0.0013149754003338623
2009,Western Australia,Oil products,1373.4,False,0.0012042297979797981
2010,Western Australia,Oil products,1413.8,False,0.0012105882373088601
2011,Western Australia,Oil products,1171.2,False,0.0009743209202807163
2012,Western Australia,Oil products,2045.0,False,0.001649705755415996
2013,Western Australia,Oil products,2486.1,False,0.0019731876333891826
2014,Western Australia,Oil products,4223.5,False,0.0033215314827863903
2015,Western Australia,Oil products,3347.388,False,0.0026176172512808963
2016,Western Australia,Oil products,2883.482,False,0.0022382017273886654
2017,Western Australia,Oil products,2166.514,False,0.0016638921230404371
2018,Western Australia,Oil products,2417.855,False,0.0018319387135048801
2019,Western Australia,Oil products,2301.722,False,0.0017112360452736822
2020,Western Australia,Oil products,2458.258,False,0.0018009295278953606
2021,Western Australia,Oil products,2197.608,False,0.0015880804790239151
2022,Western Australia,Oil products,2197.932,False,0.001546949396016517
2008,Western Australia,Other,0.0,False,0.0
2009,Western Australia,Other,0.0,False,0.0
2010,Western Australia,Other,0.0,False,0.0
2011,Western Australia,Other,0.0,False,0.0
2012,Western Australia,Other,0.0,False,0.0
2013,Western Australia,Other,0.0,False,0.0
2014,Western Australia,Other,0.0,False,0.0
2015,Western Australia,Other,0.0,False,0.0
2016,Western Australia,Other,0.0,False,0.0
2017,Western Australia,Other,0.0,False,0.0
2018,Western Australia,Other,0.0,False,0.0
2019,Western Australia,Other,0.0,False,0.0
2020,Western Australia,Other,0.0,False,0.0
2021,Western Australia,Other,0.0,False,0.0
2022,Western Australia,Other,0.0,False,0.0
2008,Western Australia,"Bagasse, wood",0.0,True,0.0
2009,Western Australia,"Bagasse, wood",0.0,True,0.0
2010,Western Australia,"Bagasse, wood",0.0,True,0.0
2011,Western Australia,"Bagasse, wood",0.0,True,0.0
2012,Western Australia,"Bagasse, wood",0.0,True,0.0
2013,Western Australia,"Bagasse, wood",0.0,True,0.0
2014,Western Australia,"Bagasse, wood",0.0,True,0.0
2015,Western Australia,"Bagasse, wood",0.0,True,0.0
2016,Western Australia,"Bagasse, wood",0.0,True,0.0
2017,Western Australia,"Bagasse, wood",0.0,True,0.0
2018,Western Australia,"Bagasse, wood",0.0,True,0.0
2019,Western Australia,"Bagasse, wood",0.0,True,0.0
2020,Western Australia,"Bagasse, wood",0.0,True,0.0
2021,Western Australia,"Bagasse, wood",0.0,True,0.0
2022,Western Australia,"Bagasse, wood",0.0,True,0.0
2008,Western Australia,Biogas,119.6,True,0.00010739624274783523
2009,Western Australia,Biogas,121.2,True,0.00010627104377104377
2010,Western Australia,Biogas,111.7,True,9.56448621498088e-05
2011,Western Australia,Biogas,125.7,True,0.00010456979139283302
2012,Western Australia,Biogas,108.3,True,8.736583536017231e-05
2013,Western Australia,Biogas,124.0,True,9.841730684214578e-05
2014,Western Australia,Biogas,126.9,True,9.979930038252466e-05
2015,Western Australia,Biogas,94.55,True,7.39369655112012e-05
2016,Western Australia,Biogas,183.218,True,0.00014221654377890916
2017,Western Australia,Biogas,141.107,True,0.00010837078634426869
2018,Western Australia,Biogas,131.335,True,9.950872609737286e-05
2019,Western Australia,Biogas,112.444,True,8.359750911480792e-05
2020,Western Australia,Biogas,110.794,True,8.116812235072095e-05
2021,Western Australia,Biogas,119.25,True,8.617487610329133e-05
2022,Western Australia,Biogas,119.96,True,8.443029609020725e-05
2008,Western Australia,Wind,675.1,True,0.0006062140759119027
2009,Western Australia,Wind,664.0,True,0.0005822109988776656
2010,Western Australia,Wind,719.3,True,0.0006159118114982763
2011,Western Australia,Wind,1278.7,True,0.0010637501372634493
2012,Western Australia,Wind,1300.2,True,0.0010488740455706007
2013,Western Australia,Wind,1578.8,True,0.001253074548728869
2014,Western Australia,Wind,1643.2,True,0.0012922790416750555
2015,Western Australia,Wind,1476.458,True,0.001154572440240477
2016,Western Australia,Wind,1616.678,True,0.0012548895717855195
2017,Western Australia,Wind,1586.985,True,0.0012188113443454913
2018,Western Australia,Wind,1851.152,True,0.0014025642618692958
2019,Western Australia,Wind,2122.54,True,0.001578021566260044
2020,Western Australia,Wind,3140.458,True,0.002300711944521368
2021,Western Australia,Wind,3676.727,True,0.0026569517290618537
2022,Western Australia,Wind,3378.649,True,0.002377962116162743
2008,Western Australia,Hydro,0.0,True,0.0
2009,Western Australia,Hydro,0.0,True,0.0
2010,Western Australia,Hydro,0.0,True,0.0
2011,Western Australia,Hydro,0.0,True,0.0
2012,Western Australia,Hydro,221.3,True,0.0001785231705005183
2013,Western Australia,Hydro,205.4,True,0.00016302350665626408
2014,Western Australia,Hydro,206.1,True,0.00016208538856452587
2015,Western Australia,Hydro,217.028,True,0.00016971329191924878
2016,Western Australia,Hydro,212.622,True,0.00016504036705650767
2017,Western Australia,Hydro,220.787,True,0.00016956537099216943
2018,Western Australia,Hydro,217.009,True,0.0001644214348168027
2019,Western Australia,Hydro,205.525,True,0.00015279942069671034
2020,Western Australia,Hydro,127.962,True,9.374546701304182e-05
2021,Western Australia,Hydro,76.475,True,5.526392997902897e-05
2022,Western Australia,Hydro,71.316,True,5.019365618513855e-05
2008,Western Australia,Large-scale solar PV,0.0,True,0.0
2009,Western Australia,Large-scale solar PV,0.0,True,0.0
2010,Western Australia,Large-scale solar PV,0.0,True,0.0
2011,Western Australia,Large-scale solar PV,0.0,True,0.0
2012,Western Australia,Large-scale solar PV,0.0,True,0.0
2013,Western Australia,Large-scale solar PV,24.137,True,1.915724625200704e-05
2014,Western Australia,Large-scale solar PV,23.884,True,1.8783345077511575e-05
2015,Western Australia,Large-scale solar PV,28.349,True,2.216857784534154e-05
2016,Western Australia,Large-scale solar PV,34.261,True,2.659389910603329e-05
2017,Western Australia,Large-scale solar PV,45.608,True,3.5027141272859644e-05
2018,Western Australia,Large-scale solar PV,74.523,True,5.646391894738277e-05
2019,Western Australia,Large-scale solar PV,174.72,True,0.0001298971647445772
2020,Western Australia,Large-scale solar PV,486.59,True,0.00035647775741138785
2021,Western Australia,Large-scale solar PV,745.489,True,0.0005387205216886085
2022,Western Australia,Large-scale solar PV,907.67,True,0.0006388366693247617
2008,Western Australia,Small-scale solar PV,18.7,True,1.6791887453047815e-05
2009,Western Australia,Small-scale solar PV,57.5,True,5.041736812570146e-05
2010,Western Australia,Small-scale solar PV,198.1,True,0.00016962620583596349
2011,Western Australia,Small-scale solar PV,331.4,True,0.0002756915582146767
2012,Western Australia,Small-scale solar PV,449.5,True,0.0003626125853591639
2013,Western Australia,Small-scale solar PV,495.849,True,0.00039354938048686406
2014,Western Australia,Small-scale solar PV,622.13,True,0.0004892682328367224
2015,Western Australia,Small-scale solar PV,760.766,True,0.0005949098837027445
2016,Western Australia,Small-scale solar PV,941.132,True,0.0007305206927252361
2017,Western Australia,Small-scale solar PV,1196.428,True,0.0009188618790301028
2018,Western Australia,Small-scale solar PV,1486.69,True,0.0011264219591251628
2019,Western Australia,Small-scale solar PV,1835.292,True,0.0013644644418406855
2020,Western Australia,Small-scale solar PV,2298.474,True,0.0016838711378951118
2021,Western Australia,Small-scale solar PV,2763.104,True,0.0019967307745116032
2022,Western Australia,Small-scale solar PV,3159.368,True,0.0022236276733738404
2008,Western Australia,Geothermal,0.0,True,0.0
2009,Western Australia,Geothermal,0.0,True,0.0
2010,Western Australia,Geothermal,0.0,True,0.0
2011,Western Australia,Geothermal,0.0,True,0.0
2012,Western Australia,Geothermal,0.0,True,0.0
2013,Western Australia,Geothermal,0.0,True,0.0
2014,Western Australia,Geothermal,0.0,True,0.0
2015,Western Australia,Geothermal,0.0,True,0.0
2016,Western Australia,Geothermal,0.0,True,0.0
2017,Western Australia,Geothermal,0.0,True,0.0
2018,Western Australia,Geothermal,0.0,True,0.0
2019,Western Australia,Geothermal,0.0,True,0.0
2020,Western Australia,Geothermal,0.0,True,0.0
2021,Western Australia,Geothermal,0.0,True,0.0
2022,Western Australia,Geothermal,0.0,True,0.0
2008,South Australia,Black coal,0.0,False,0.0
2009,South Australia,Black coal,0.0,False,0.0
2010,South Australia,Black coal,0.0,False,0.0
2011,South Australia,Black coal,0.0,False,0.0
2012,South Australia,Black coal,0.0,False,0.0
2013,South Australia,Black coal,0.0,False,0.0
2014,South Australia,Black coal,0.0,False,0.0
2015,South Australia,Black coal,0.0,False,0.0
2016,South Australia,Black coal,0.0,False,0.0
2017,South Australia,Black coal,0.0,False,0.0
2018,South Australia,Black coal,0.0,False,0.0
2019,South Australia,Black coal,0.0,False,0.0
2020,South Australia,Black coal,0.0,False,0.0
2021,South Australia,Black coal,0.0,False,0.0
2022,South Australia,Black coal,0.0,False,0.0
2008,South Australia,Brown coal,4887.4,False,0.006188963854445255
2009,South Australia,Brown coal,4526.6,False,0.0056517081478189
2010,South Australia,Brown coal,4231.6,False,0.005236888904839754
2011,South Australia,Brown coal,3008.0,False,0.0036880462182813313
2012,South Australia,Brown coal,2237.5,False,0.0027164411767562477
2013,South Australia,Brown coal,2098.5,False,0.002525574678059935
2014,South Australia,Brown coal,2633.6,False,0.003142368278498593
2015,South Australia,Brown coal,2593.675,False,0.003074160070735876
2016,South Australia,Brown coal,0.0,False,0.0
2017,South Australia,Brown coal,0.0,False,0.0
2018,South Australia,Brown coal,0.0,False,0.0
2019,South Australia,Brown coal,0.0,False,0.0
2020,South Australia,Brown coal,0.0,False,0.0
2021,South Australia,Brown coal,0.0,False,0.0
2022,South Australia,Brown coal,0.0,False,0.0
2008,South Australia,Natural gas,7371.4,False,0.009334478077640002
2009,South Australia,Natural gas,6937.0,False,0.008661224632487896
2010,South Australia,Natural gas,6693.1,False,0.008283160300827808
2011,South Australia,Natural gas,6703.2,False,0.008218654059302999
2012,South Australia,Natural gas,7060.9,False,0.008572299220093045
2013,South Australia,Natural gas,5998.1,False,0.00721879889276688
2014,South Australia,Natural gas,5003.849,False,0.005970510467799555
2015,South Australia,Natural gas,4956.027,False,0.005874143951300341
2016,South Australia,Natural gas,6028.202,False,0.007092719969314543
2017,South Australia,Natural gas,7753.197,False,0.009038393251628862
2018,South Australia,Natural gas,7245.797,False,0.008351512154752806
2019,South Australia,Natural gas,6614.008,False,0.0075264552191249565
2020,South Australia,Natural gas,5588.962,False,0.006304703460334471
2021,South Australia,Natural gas,4288.888,False,0.004806742391554078
2022,South Australia,Natural gas,3903.827,False,0.0043014059521579604
2008,South Australia,Oil products,63.2,False,8.003079666099361e-05
2009,South Australia,Oil products,163.9,False,0.0002046381313629474
2010,South Australia,Oil products,89.3,False,0.00011051474128041167
2011,South Australia,Oil products,97.8,False,0.00011991054526193956
2012,South Australia,Oil products,141.0,False,0.00017118132108274005
2013,South Australia,Oil products,106.9,False,0.00012865567456974366
2014,South Australia,Oil products,197.3,False,0.00023541512049960985
2015,South Australia,Oil products,136.165,False,0.00016138992203408313
2016,South Australia,Oil products,183.118,False,0.0002154547401266481
2017,South Australia,Oil products,132.837,False,0.0001548565120126089
2018,South Australia,Oil products,163.034,False,0.00018791313538565448
2019,South Australia,Oil products,159.398,False,0.00018138803415691058
2020,South Australia,Oil products,126.725,False,0.0001429538340054711
2021,South Australia,Oil products,217.975,False,0.0002442940157912728
2022,South Australia,Oil products,242.628,False,0.0002673380565686393
2008,South Australia,Other,0.0,False,0.0
2009,South Australia,Other,0.0,False,0.0
2010,South Australia,Other,0.0,False,0.0
2011,South Australia,Other,0.0,False,0.0
2012,South Australia,Other,0.0,False,0.0
2013,South Australia,Other,0.0,False,0.0
2014,South Australia,Other,0.0,False,0.0
2015,South Australia,Other,0.0,False,0.0
2016,South Australia,Other,0.0,False,0.0
2017,South Australia,Other,0.0,False,0.0
2018,South Australia,Other,0.0,False,0.0
2019,South Australia,Other,0.0,False,0.0
2020,South Australia,Other,0.0,False,0.0
2021,South Australia,Other,0.0,False,0.0
2022,South Australia,Other,0.0,False,0.0
2008,South Australia,"Bagasse, wood",0.0,True,0.0
2009,South Australia,"Bagasse, wood",0.0,True,0.0
2010,South Australia,"Bagasse, wood",0.0,True,0.0
2011,South Australia,"Bagasse, wood",0.0,True,0.0
2012,South Australia,"Bagasse, wood",0.0,True,0.0
2013,South Australia,"Bagasse, wood",0.0,True,0.0
2014,South Australia,"Bagasse, wood",0.0,True,0.0
2015,South Australia,"Bagasse, wood",0.0,True,0.0
2016,South Australia,"Bagasse, wood",0.0,True,0.0
2017,South Australia,"Bagasse, wood",0.0,True,0.0
2018,South Australia,"Bagasse, wood",0.0,True,0.0
2019,South Australia,"Bagasse, wood",0.0,True,0.0
2020,South Australia,"Bagasse, wood",0.0,True,0.0
2021,South Australia,"Bagasse, wood",0.0,True,0.0
2022,South Australia,"Bagasse, wood",0.0,True,0.0
2008,South Australia,Biogas,86.1,True,0.00010902929734986628
2009,South Australia,Biogas,85.5,True,0.0001067514352137401
2010,South Australia,Biogas,77.8,True,9.628271972694319e-05
2011,South Australia,Biogas,70.6,True,8.656119116045942e-05
2012,South Australia,Biogas,72.6,True,8.814016957877254e-05
2013,South Australia,Biogas,80.9,True,9.736430376699964e-05
2014,South Australia,Biogas,84.9,True,0.00010130128601326343
2015,South Australia,Biogas,94.596,True,0.00011212015616888428
2016,South Australia,Biogas,78.024,True,9.180222940203362e-05
2017,South Australia,Biogas,73.952,True,8.62105345374892e-05
2018,South Australia,Biogas,85.01,True,9.79826026419918e-05
2019,South Australia,Biogas,97.446,True,0.00011088933597946215
2020,South Australia,Biogas,94.595,True,0.00010670915705462646
2021,South Australia,Biogas,94.582,True,0.00010600214061965895
2022,South Australia,Biogas,92.24,True,0.00010163403373844441
2008,South Australia,Wind,2020.2,True,0.0025581996109895456
2009,South Australia,Wind,2029.0,True,0.002533317684779867
2010,South Australia,Wind,2890.3,True,0.003576940164868688
2011,South Australia,Wind,3126.528,True,0.0038333709330953102
2012,South Australia,Wind,3313.5,True,0.004022761045444392
2013,South Australia,Wind,4150.337,True,0.004994989770128777
2014,South Australia,Wind,4291.901,True,0.005121025803788119
2015,South Australia,Wind,4398.022,True,0.005212767067044999
2016,South Australia,Wind,4413.692,True,0.005193104243488165
2017,South Australia,Wind,5673.898,True,0.006614422591561971
2018,South Australia,Wind,5711.02,True,0.006582526800852464
2019,South Australia,Wind,5812.912,True,0.006614842597818765
2020,South Australia,Wind,5867.068,True,0.0066184246594658625
2021,South Australia,Wind,6254.756,True,0.007009975735908055
2022,South Australia,Wind,6799.644,True,0.007492142754828829
2008,South Australia,Hydro,4.1,True,5.191871302374584e-06
2009,South Australia,Hydro,4.2,True,5.243930150850391e-06
2010,South Australia,Hydro,4.1,True,5.07402507558441e-06
2011,South Australia,Hydro,4.4,True,5.3947484575923735e-06
2012,South Australia,Hydro,5.9,True,7.162906343178485e-06
2013,South Australia,Hydro,5.9,True,7.100734143699603e-06
2014,South Australia,Hydro,10.8,True,1.2886382673065314e-05
2015,South Australia,Hydro,6.481,True,7.681622184136104e-06
2016,South Australia,Hydro,3.451,True,4.060410818035707e-06
2017,South Australia,Hydro,6.352,True,7.404929080783907e-06
2018,South Australia,Hydro,8.803,True,1.0146345736471635e-05
2019,South Australia,Hydro,10.264,True,1.1679988347322615e-05
2020,South Australia,Hydro,3.455,True,3.8974590371978905e-06
2021,South Australia,Hydro,2.496,True,2.7973752192454038e-06
2022,South Australia,Hydro,1.548,True,1.7056535584032086e-06
2008,South Australia,Large-scale solar PV,0.0,True,0.0
2009,South Australia,Large-scale solar PV,0.0,True,0.0
2010,South Australia,Large-scale solar PV,0.0,True,0.0
2011,South Australia,Large-scale solar PV,0.0,True,0.0
2012,South Australia,Large-scale solar PV,0.0,True,0.0
2013,South Australia,Large-scale solar PV,1.385,True,1.6668672523769408e-06
2014,South Australia,Large-scale solar PV,1.722,True,2.0546621262054136e-06
2015,South Australia,Large-scale solar PV,2.0,True,2.3705052257787704e-06
2016,South Australia,Large-scale solar PV,3.925,True,4.618114303329513e-06
2017,South Australia,Large-scale solar PV,20.045,True,2.336772723934405e-05
2018,South Australia,Large-scale solar PV,321.329,True,0.0003703640950987952
2019,South Australia,Large-scale solar PV,627.836,True,0.0007144502303224515
2020,South Australia,Large-scale solar PV,884.33,True,0.0009975803040130856
2021,South Australia,Large-scale solar PV,1096.66,True,0.0012290743220904105
2022,South Australia,Large-scale solar PV,1608.431,True,0.0017722390559405886
2008,South Australia,Small-scale solar PV,23.4,True,2.9631655725747627e-05
2009,South Australia,Small-scale solar PV,50.7,True,6.330172824955115e-05
2010,South Australia,Small-scale solar PV,182.8,True,0.00022622726434556834
2011,South Australia,Small-scale solar PV,398.1,True,0.000488102127492619
2012,South Australia,Small-scale solar PV,558.6,True,0.0006781694039490682
2013,South Australia,Small-scale solar PV,677.943,True,0.0008159140690817186
2014,South Australia,Small-scale solar PV,802.239,True,0.0009572184027090041
2015,South Australia,Small-scale solar PV,895.45,True,0.0010613344522118
2016,South Australia,Small-scale solar PV,1000.833,True,0.0011775697305845061
2017,South Australia,Small-scale solar PV,1163.369,True,0.0013562129942982512
2018,South Australia,Small-scale solar PV,1402.512,True,0.0016165365956549251
2019,South Australia,Small-scale solar PV,1717.581,True,0.00195453293702092
2020,South Australia,Small-scale solar PV,2128.182,True,0.0024007242167009783
2021,South Australia,Small-scale solar PV,2505.006,True,0.0028074686331975365
2022,South Australia,Small-scale solar PV,2860.547,True,0.0031518747865178446
2008,South Australia,Geothermal,0.0,True,0.0
2009,South Australia,Geothermal,0.0,True,0.0
2010,South Australia,Geothermal,0.0,True,0.0
2011,South Australia,Geothermal,0.0,True,0.0
2012,South Australia,Geothermal,0.0,True,0.0
2013,South Australia,Geothermal,0.0,True,0.0
2014,South Australia,Geothermal,0.0,True,0.0
2015,South Australia,Geothermal,0.0,True,0.0
2016,South Australia,Geothermal,0.0,True,0.0
2017,South Australia,Geothermal,0.0,True,0.0
2018,South Australia,Geothermal,0.0,True,0.0
2019,South Australia,Geothermal,0.0,True,0.0
2020,South Australia,Geothermal,0.0,True,0.0
2021,South Australia,Geothermal,0.0,True,0.0
2022,South Australia,Geothermal,0.0,True,0.0
2008,Tasmania,Black coal,0.0,False,0.0
2009,Tasmania,Black coal,0.0,False,0.0
2010,Tasmania,Black coal,0.0,False,0.0
2011,Tasmania,Black coal,0.0,False,0.0
2012,Tasmania,Black coal,0.0,False,0.0
2013,Tasmania,Black coal,0.0,False,0.0
2014,Tasmania,Black coal,0.0,False,0.0
2015,Tasmania,Black coal,0.0,False,0.0
2016,Tasmania,Black coal,0.0,False,0.0
2017,Tasmania,Black coal,0.0,False,0.0
2018,Tasmania,Black coal,0.0,False,0.0
2019,Tasmania,Black coal,0.0,False,0.0
2020,Tasmania,Black coal,0.0,False,0.0
2021,Tasmania,Black coal,0.0,False,0.0
2022,Tasmania,Black coal,0.0,False,0.0
2008,Tasmania,Brown coal,0.0,False,0.0
2009,Tasmania,Brown coal,0.0,False,0.0
2010,Tasmania,Brown coal,0.0,False,0.0
2011,Tasmania,Brown coal,0.0,False,0.0
2012,Tasmania,Brown coal,0.0,False,0.0
2013,Tasmania,Brown coal,0.0,False,0.0
2014,Tasmania,Brown coal,0.0,False,0.0
2015,Tasmania,Brown coal,0.0,False,0.0
2016,Tasmania,Brown coal,0.0,False,0.0
2017,Tasmania,Brown coal,0.0,False,0.0
2018,Tasmania,Brown coal,0.0,False,0.0
2019,Tasmania,Brown coal,0.0,False,0.0
2020,Tasmania,Brown coal,0.0,False,0.0
2021,Tasmania,Brown coal,0.0,False,0.0
2022,Tasmania,Brown coal,0.0,False,0.0
2008,Tasmania,Natural gas,705.3,False,0.002835787289818828
2009,Tasmania,Natural gas,1109.8,False,0.004413881973002855
2010,Tasmania,Natural gas,1506.0,False,0.005933034711798703
2011,Tasmania,Natural gas,1562.7,False,0.006132708563893664
2012,Tasmania,Natural gas,1752.5,False,0.0068806438947781705
2013,Tasmania,Natural gas,985.0,False,0.00386459404107063
2014,Tasmania,Natural gas,131.042,False,0.000513944613743416
2015,Tasmania,Natural gas,858.027,False,0.0033588580242080706
2016,Tasmania,Natural gas,897.553,False,0.003472749713684341
2017,Tasmania,Natural gas,980.373,False,0.003723336055145174
2018,Tasmania,Natural gas,619.786,False,0.002305408421365868
2019,Tasmania,Natural gas,196.631,False,0.0007179117392558408
2020,Tasmania,Natural gas,186.131,False,0.0006686868832022647
2021,Tasmania,Natural gas,174.762,False,0.0006193763777741549
2022,Tasmania,Natural gas,193.567,False,0.0006819028897742925
2008,Tasmania,Oil products,64.5,False,0.00025933401416888477
2009,Tasmania,Oil products,73.9,False,0.00029391410867265366
2010,Tasmania,Oil products,94.9,False,0.00037386785800112675
2011,Tasmania,Oil products,60.5,False,0.00023742808479910836
2012,Tasmania,Oil products,12.1,False,4.75068708284256e-05
2013,Tasmania,Oil products,19.7,False,7.72918808214126e-05
2014,Tasmania,Oil products,18.9,False,7.41254956407149e-05
2015,Tasmania,Oil products,90.255,False,0.0003533149084759563
2016,Tasmania,Oil products,21.817,False,8.441282075092086e-05
2017,Tasmania,Oil products,24.3,False,9.228841077837489e-05
2018,Tasmania,Oil products,19.27,False,7.167832167832168e-05
2019,Tasmania,Oil products,20.682,False,7.551123979072119e-05
2020,Tasmania,Oil products,19.835,False,7.125843802653465e-05
2021,Tasmania,Oil products,10.676,False,3.783695659878508e-05
2022,Tasmania,Oil products,12.669,False,4.463068452034961e-05
2008,Tasmania,Other,0.0,False,0.0
2009,Tasmania,Other,0.0,False,0.0
2010,Tasmania,Other,0.0,False,0.0
2011,Tasmania,Other,0.0,False,0.0
2012,Tasmania,Other,0.0,False,0.0
2013,Tasmania,Other,0.0,False,0.0
2014,Tasmania,Other,0.0,False,0.0
2015,Tasmania,Other,0.0,False,0.0
2016,Tasmania,Other,0.0,False,0.0
2017,Tasmania,Other,0.0,False,0.0
2018,Tasmania,Other,0.0,False,0.0
2019,Tasmania,Other,0.0,False,0.0
2020,Tasmania,Other,0.0,False,0.0
2021,Tasmania,Other,0.0,False,0.0
2022,Tasmania,Other,0.0,False,0.0
2008,Tasmania,"Bagasse, wood",0.0,True,0.0
2009,Tasmania,"Bagasse, wood",0.0,True,0.0
2010,Tasmania,"Bagasse, wood",0.0,True,0.0
2011,Tasmania,"Bagasse, wood",0.0,True,0.0
2012,Tasmania,"Bagasse, wood",0.0,True,0.0
2013,Tasmania,"Bagasse, wood",0.0,True,0.0
2014,Tasmania,"Bagasse, wood",0.0,True,0.0
2015,Tasmania,"Bagasse, wood",0.0,True,0.0
2016,Tasmania,"Bagasse, wood",0.0,True,0.0
2017,Tasmania,"Bagasse, wood",0.0,True,0.0
2018,Tasmania,"Bagasse, wood",0.0,True,0.0
2019,Tasmania,"Bagasse, wood",0.0,True,0.0
2020,Tasmania,"Bagasse, wood",0.0,True,0.0
2021,Tasmania,"Bagasse, wood",0.0,True,0.0
2022,Tasmania,"Bagasse, wood",0.0,True,0.0
2008,Tasmania,Biogas,25.1,True,0.00010091912799440322
2009,Tasmania,Biogas,29.0,True,0.00011533841882959346
2010,Tasmania,Biogas,29.9,True,0.00011779398265788924
2011,Tasmania,Biogas,33.3,True,0.0001306835574183522
2012,Tasmania,Biogas,33.0,True,0.00012956419316843346
2013,Tasmania,Biogas,30.6,True,0.00012005743924544292
2014,Tasmania,Biogas,34.6,True,0.0001357006428131606
2015,Tasmania,Biogas,27.252,True,0.00010668149006466968
2016,Tasmania,Biogas,24.517,True,9.485947317918717e-05
2017,Tasmania,Biogas,24.062,True,9.138451605552496e-05
2018,Tasmania,Biogas,27.004,True,0.00010044636214848982
2019,Tasmania,Biogas,30.883,True,0.00011275571117188099
2020,Tasmania,Biogas,31.774,True,0.00011415001814243066
2021,Tasmania,Biogas,32.976,True,0.00011687068947185619
2022,Tasmania,Biogas,31.817,True,0.00011208575967984555
2008,Tasmania,Wind,486.897,True,0.001957658193748643
2009,Tasmania,Wind,489.3,True,0.001946037528735175
