Year,State,Population
1994.0,Northern Territory,91453
1994.0,Northern Territory,91789
1994.0,Northern Territory,92137
1994.0,Northern Territory,92782
1995.0,Northern Territory,93882
1995.0,Northern Territory,94333
1995.0,Northern Territory,94961
1995.0,Northern Territory,96094
1996.0,Northern Territory,96721
1996.0,Northern Territory,97071
1996.0,Northern Territory,98061
1996.0,Northern Territory,98533
1997.0,Northern Territory,98932
1997.0,Northern Territory,99683
1997.0,Northern Territory,100301
1997.0,Northern Territory,100542
1998.0,Northern Territory,100925
1998.0,Northern Territory,101417
1998.0,Northern Territory,101853
1998.0,Northern Territory,102153
1999.0,Northern Territory,102580
1999.0,Northern Territory,103046
1999.0,Northern Territory,103443
1999.0,Northern Territory,103992
2000.0,Northern Territory,104200
2000.0,Northern Territory,104479
2000.0,Northern Territory,104771
2000.0,Northern Territory,104802
2001.0,Northern Territory,105137
2001.0,Northern Territory,105554
2001.0,Northern Territory,105858
2001.0,Northern Territory,105795
2002.0,Northern Territory,105841
2002.0,Northern Territory,105990
2002.0,Northern Territory,105917
2002.0,Northern Territory,105552
2003.0,Northern Territory,104954
2003.0,Northern Territory,105340
2003.0,Northern Territory,105318
2003.0,Northern Territory,105230
2004.0,Northern Territory,105225
2004.0,Northern Territory,105502
2004.0,Northern Territory,105959
2004.0,Northern Territory,106019
2005.0,Northern Territory,106454
2005.0,Northern Territory,106910
2005.0,Northern Territory,107506
2005.0,Northern Territory,107839
2006.0,Northern Territory,108137
2006.0,Northern Territory,108502
2006.0,Northern Territory,109220
2006.0,Northern Territory,109586
2007.0,Northern Territory,110277
2007.0,Northern Territory,111063
2007.0,Northern Territory,111870
2007.0,Northern Territory,112777
2008.0,Northern Territory,113502
2008.0,Northern Territory,114771
2008.0,Northern Territory,115630
2008.0,Northern Territory,116223
2009.0,Northern Territory,117033
2009.0,Northern Territory,118321
2009.0,Northern Territory,119000
2009.0,Northern Territory,119297
2010.0,Northern Territory,119772
2010.0,Northern Territory,120516
2010.0,Northern Territory,120926
2010.0,Northern Territory,120979
2011.0,Northern Territory,120802
2011.0,Northern Territory,121483
2011.0,Northern Territory,122071
2011.0,Northern Territory,122136
2012.0,Northern Territory,122702
2012.0,Northern Territory,123533
2012.0,Northern Territory,124377
2012.0,Northern Territory,125043
2013.0,Northern Territory,125779
2013.0,Northern Territory,126835
2013.0,Northern Territory,126921
2013.0,Northern Territory,126854
2014.0,Northern Territory,127065
2014.0,Northern Territory,127079
2014.0,Northern Territory,127036
2014.0,Northern Territory,126742
2015.0,Northern Territory,126740
2015.0,Northern Territory,127914
2015.0,Northern Territory,127486
2015.0,Northern Territory,126967
2016.0,Northern Territory,127066
2016.0,Northern Territory,127676
2016.0,Northern Territory,128021
2016.0,Northern Territory,127526
2017.0,Northern Territory,127381
2017.0,Northern Territory,128104
2017.0,Northern Territory,127867
2017.0,Northern Territory,127285
2018.0,Northern Territory,126965
2018.0,Northern Territory,127221
2018.0,Northern Territory,127009
2018.0,Northern Territory,126108
2019.0,Northern Territory,126064
2019.0,Northern Territory,126289
2019.0,Northern Territory,126004
2019.0,Northern Territory,125486
2020.0,Northern Territory,125750
2020.0,Northern Territory,126013
2020.0,Northern Territory,126133
2020.0,Northern Territory,126047
2021.0,Northern Territory,126203
2021.0,Northern Territory,126166
2021.0,Northern Territory,126338
2021.0,Northern Territory,126011
2022.0,Northern Territory,126588
2022.0,Northern Territory,127000
2022.0,Northern Territory,127045
2022.0,Northern Territory,127307
2023.0,Northern Territory,127818
2023.0,Northern Territory,128311
2023.0,Northern Territory,128707
2023.0,Northern Territory,128726
2024.0,Northern Territory,128860
1981.0,ACT,113605
1981.0,ACT,114215
1981.0,ACT,114554
1982.0,ACT,115374
1982.0,ACT,116374
1982.0,ACT,116752
1982.0,ACT,117370
1983.0,ACT,118452
1983.0,ACT,119442
1983.0,ACT,119979
1983.0,ACT,120904
1984.0,ACT,121621
1984.0,ACT,122458
1984.0,ACT,123001
1984.0,ACT,123402
1985.0,ACT,124243
1985.0,ACT,125549
1985.0,ACT,126699
1985.0,ACT,127987
1986.0,ACT,128724
1986.0,ACT,129616
1986.0,ACT,130373
1986.0,ACT,131159
1987.0,ACT,131810
1987.0,ACT,132727
1987.0,ACT,133629
1987.0,ACT,134292
1988.0,ACT,135308
1988.0,ACT,135894
1988.0,ACT,136395
1988.0,ACT,136857
1989.0,ACT,137758
1989.0,ACT,138021
1989.0,ACT,138563
1989.0,ACT,139447
1990.0,ACT,140251
1990.0,ACT,141058
1990.0,ACT,141820
1990.0,ACT,142442
1991.0,ACT,143626
1991.0,ACT,144636
1991.0,ACT,145179
1991.0,ACT,145610
1992.0,ACT,146582
1992.0,ACT,147218
1992.0,ACT,147761
1992.0,ACT,147911
1993.0,ACT,149254
1993.0,ACT,149428
1993.0,ACT,149471
1993.0,ACT,149582
1994.0,ACT,150005
1994.0,ACT,150330
1994.0,ACT,150773
1994.0,ACT,150767
1995.0,ACT,151787
1995.0,ACT,151968
1995.0,ACT,152483
1995.0,ACT,152442
1996.0,ACT,153130
1996.0,ACT,153635
1996.0,ACT,153945
1996.0,ACT,154125
1997.0,ACT,154180
1997.0,ACT,153940
1997.0,ACT,153902
1997.0,ACT,153832
1998.0,ACT,154307
1998.0,ACT,154547
1998.0,ACT,154664
1998.0,ACT,154765
1999.0,ACT,155398
1999.0,ACT,155599
1999.0,ACT,155923
1999.0,ACT,156148
2000.0,ACT,156659
2000.0,ACT,156815
2000.0,ACT,157195
2000.0,ACT,157515
2001.0,ACT,158271
2001.0,ACT,158666
2001.0,ACT,158862
2001.0,ACT,159280
2002.0,ACT,159971
2002.0,ACT,160138
2002.0,ACT,160520
2002.0,ACT,160815
2003.0,ACT,161392
2003.0,ACT,161568
2003.0,ACT,161667
2003.0,ACT,161786
2004.0,ACT,162299
2004.0,ACT,162487
2004.0,ACT,162643
2004.0,ACT,162772
2005.0,ACT,163444
2005.0,ACT,163832
2005.0,ACT,164197
2005.0,ACT,164850
2006.0,ACT,165351
2006.0,ACT,165814
2006.0,ACT,166549
2006.0,ACT,167405
2007.0,ACT,168533
2007.0,ACT,169640
2007.0,ACT,170029
2007.0,ACT,170383
2008.0,ACT,171722
2008.0,ACT,172707
2008.0,ACT,173406
2008.0,ACT,174242
2009.0,ACT,175491
2009.0,ACT,176325
2009.0,ACT,177083
2009.0,ACT,177822
2010.0,ACT,179028
2010.0,ACT,179860
2010.0,ACT,180419
2010.0,ACT,181314
2011.0,ACT,182399
2011.0,ACT,182996
2011.0,ACT,183943
2011.0,ACT,184982
2012.0,ACT,186302
2012.0,ACT,187156
2012.0,ACT,188167
2012.0,ACT,188673
2013.0,ACT,189791
2013.0,ACT,190367
2013.0,ACT,191055
2013.0,ACT,191691
2014.0,ACT,192656
2014.0,ACT,192913
2014.0,ACT,193786
2014.0,ACT,194291
2015.0,ACT,195574
2015.0,ACT,196237
2015.0,ACT,197122
2015.0,ACT,197696
2016.0,ACT,199141
2016.0,ACT,199780
2016.0,ACT,201226
2016.0,ACT,202502
2017.0,ACT,204507
2017.0,ACT,205448
2017.0,ACT,206965
2017.0,ACT,207866
2018.0,ACT,209495
2018.0,ACT,210616
2018.0,ACT,211661
2018.0,ACT,212822
2019.0,ACT,214268
2019.0,ACT,215222
2019.0,ACT,216702
2019.0,ACT,217500
2020.0,ACT,218709
2020.0,ACT,219576
2020.0,ACT,219997
2020.0,ACT,220886
2021.0,ACT,221923
2021.0,ACT,223361
2021.0,ACT,223075
2021.0,ACT,223480
2022.0,ACT,224986
2022.0,ACT,225599
2022.0,ACT,226844
2022.0,ACT,227718
2023.0,ACT,229240
2023.0,ACT,230160
2023.0,ACT,231205
2023.0,ACT,231696
2024.0,ACT,232960
